pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
Generating data ... n_rollout=90, time_step=75
Training data generated, warpping up stats ...
stats warmed done!
Generating data ... n_rollout=10, time_step=75
Training data generated, warpping up stats ...
phase: valid
Loading stat from data/data_PassWater/stat.h5 ...
stats warmed done!
data generate done!
dataloaders generate done!
particle encoder input size:  18
particle encoder input size:  18
Number of parameters: 1075610
train [0/1000][0/6660] n_relations: 8937, Loss: 0.965584, Agg: 0.965584
train [8/1000][1800/6660] n_relations: 15824, Loss: 0.544015, Agg: 0.464683
train [8/1000][2000/6660] n_relations: 7367, Loss: 0.378234, Agg: 0.465018
train [8/1000][2200/6660] n_relations: 4913, Loss: 0.309508, Agg: 0.464474
train [8/1000][2400/6660] n_relations: 5435, Loss: 0.292233, Agg: 0.464954
train [8/1000][2600/6660] n_relations: 21639, Loss: 0.725549, Agg: 0.464129
train [8/1000][2800/6660] n_relations: 9461, Loss: 0.518990, Agg: 0.464162
train [8/1000][3000/6660] n_relations: 20093, Loss: 0.689184, Agg: 0.464826
train [8/1000][3200/6660] n_relations: 6973, Loss: 0.460708, Agg: 0.464354
train [8/1000][3400/6660] n_relations: 6249, Loss: 0.528476, Agg: 0.464387
train [8/1000][3600/6660] n_relations: 19577, Loss: 0.526808, Agg: 0.463846
train [8/1000][3800/6660] n_relations: 5217, Loss: 0.368891, Agg: 0.463893
train [8/1000][4000/6660] n_relations: 5997, Loss: 0.669080, Agg: 0.463747
train [8/1000][4200/6660] n_relations: 9941, Loss: 0.438348, Agg: 0.463703
train [8/1000][4400/6660] n_relations: 5232, Loss: 0.372929, Agg: 0.463319
train [8/1000][4600/6660] n_relations: 4638, Loss: 0.529809, Agg: 0.462873
train [8/1000][4800/6660] n_relations: 4542, Loss: 0.360335, Agg: 0.463445
train [8/1000][5000/6660] n_relations: 6389, Loss: 0.426336, Agg: 0.463370
train [8/1000][5200/6660] n_relations: 14430, Loss: 0.440722, Agg: 0.463919
train [8/1000][5400/6660] n_relations: 16342, Loss: 0.500916, Agg: 0.463259
train [8/1000][5600/6660] n_relations: 5979, Loss: 0.730817, Agg: 0.463394
train [8/1000][5800/6660] n_relations: 5826, Loss: 0.606923, Agg: 0.463937
train [8/1000][6000/6660] n_relations: 9307, Loss: 0.463449, Agg: 0.463609
train [8/1000][6200/6660] n_relations: 19138, Loss: 0.419944, Agg: 0.463517
train [8/1000][6400/6660] n_relations: 19619, Loss: 0.446704, Agg: 0.463484
train [8/1000][6600/6660] n_relations: 4429, Loss: 0.273321, Agg: 0.462943
train [8/1000] Loss: 0.4631, Best valid: 0.4567
valid [8/1000][0/740] n_relations: 11872, Loss: 0.300416, Agg: 0.300416
valid [8/1000][200/740] n_relations: 13927, Loss: 0.328684, Agg: 0.470243
valid [8/1000][400/740] n_relations: 11193, Loss: 0.433665, Agg: 0.435308
valid [8/1000][600/740] n_relations: 7175, Loss: 0.452828, Agg: 0.449986
valid [8/1000] Loss: 0.4521, Best valid: 0.4567
train [9/1000][0/6660] n_relations: 4736, Loss: 0.450846, Agg: 0.450846
train [9/1000][200/6660] n_relations: 5477, Loss: 0.426375, Agg: 0.457113
train [9/1000][400/6660] n_relations: 14201, Loss: 0.373399, Agg: 0.456078
train [9/1000][600/6660] n_relations: 13640, Loss: 0.371521, Agg: 0.460780
train [9/1000][800/6660] n_relations: 5659, Loss: 0.495699, Agg: 0.459732
train [9/1000][1000/6660] n_relations: 5558, Loss: 0.458060, Agg: 0.458864
train [9/1000][1200/6660] n_relations: 17105, Loss: 0.411688, Agg: 0.459236
train [9/1000][1400/6660] n_relations: 15991, Loss: 0.254380, Agg: 0.459121
train [9/1000][1600/6660] n_relations: 20169, Loss: 0.366989, Agg: 0.459965
train [9/1000][1800/6660] n_relations: 6434, Loss: 0.489068, Agg: 0.459318
train [9/1000][2000/6660] n_relations: 9238, Loss: 0.437952, Agg: 0.460389
train [9/1000][2200/6660] n_relations: 13826, Loss: 0.467797, Agg: 0.459934
train [9/1000][2400/6660] n_relations: 3773, Loss: 0.491200, Agg: 0.458683
train [9/1000][2600/6660] n_relations: 4657, Loss: 0.420190, Agg: 0.458465
train [9/1000][2800/6660] n_relations: 14756, Loss: 0.481366, Agg: 0.459943
train [9/1000][3000/6660] n_relations: 3819, Loss: 0.568777, Agg: 0.460120
train [9/1000][3200/6660] n_relations: 15549, Loss: 0.453100, Agg: 0.459883
train [9/1000][3400/6660] n_relations: 19687, Loss: 0.424021, Agg: 0.459736
train [9/1000][3600/6660] n_relations: 16744, Loss: 0.333324, Agg: 0.458914
train [9/1000][3800/6660] n_relations: 10562, Loss: 0.566164, Agg: 0.459194
train [9/1000][4000/6660] n_relations: 18932, Loss: 0.560094, Agg: 0.459199
train [9/1000][4200/6660] n_relations: 19861, Loss: 0.587873, Agg: 0.459021
train [9/1000][4400/6660] n_relations: 12031, Loss: 0.262286, Agg: 0.458959
train [9/1000][4600/6660] n_relations: 9051, Loss: 0.583823, Agg: 0.459203
train [9/1000][4800/6660] n_relations: 3337, Loss: 0.487918, Agg: 0.458753
train [9/1000][5000/6660] n_relations: 6087, Loss: 0.361539, Agg: 0.458528
train [9/1000][5200/6660] n_relations: 4593, Loss: 0.446618, Agg: 0.458615
train [9/1000][5400/6660] n_relations: 5785, Loss: 0.510465, Agg: 0.458373
train [9/1000][5600/6660] n_relations: 5727, Loss: 0.499578, Agg: 0.458050
train [9/1000][5800/6660] n_relations: 8793, Loss: 0.351006, Agg: 0.458242
train [9/1000][6000/6660] n_relations: 9232, Loss: 0.351051, Agg: 0.457989
train [9/1000][6200/6660] n_relations: 12541, Loss: 0.561458, Agg: 0.458253
train [9/1000][6400/6660] n_relations: 11419, Loss: 0.342239, Agg: 0.458035
train [9/1000][6600/6660] n_relations: 18056, Loss: 0.319493, Agg: 0.457970
train [9/1000] Loss: 0.4579, Best valid: 0.4521
valid [9/1000][0/740] n_relations: 11872, Loss: 0.257479, Agg: 0.257479
valid [9/1000][200/740] n_relations: 13927, Loss: 0.326599, Agg: 0.476793
valid [9/1000][400/740] n_relations: 11193, Loss: 0.447510, Agg: 0.440316
valid [9/1000][600/740] n_relations: 7175, Loss: 0.441585, Agg: 0.453954
valid [9/1000] Loss: 0.4551, Best valid: 0.4521
train [10/1000][0/6660] n_relations: 18409, Loss: 0.468351, Agg: 0.468351
train [10/1000][200/6660] n_relations: 9930, Loss: 0.474411, Agg: 0.466943
train [10/1000][400/6660] n_relations: 19224, Loss: 0.281496, Agg: 0.459545
train [10/1000][600/6660] n_relations: 10572, Loss: 0.316239, Agg: 0.456557
train [10/1000][800/6660] n_relations: 5348, Loss: 0.432091, Agg: 0.459488
train [10/1000][1000/6660] n_relations: 7295, Loss: 0.415369, Agg: 0.457422
train [10/1000][1200/6660] n_relations: 13248, Loss: 0.362499, Agg: 0.456263
train [10/1000][1400/6660] n_relations: 17104, Loss: 0.312436, Agg: 0.456922
train [10/1000][1600/6660] n_relations: 10153, Loss: 0.486169, Agg: 0.455834
train [10/1000][1800/6660] n_relations: 5789, Loss: 0.350449, Agg: 0.455014
train [10/1000][2000/6660] n_relations: 5193, Loss: 0.529839, Agg: 0.453992
train [10/1000][2200/6660] n_relations: 9226, Loss: 0.612649, Agg: 0.453709
train [10/1000][2400/6660] n_relations: 5753, Loss: 0.471899, Agg: 0.454000
train [10/1000][2600/6660] n_relations: 10014, Loss: 0.510170, Agg: 0.453531
train [10/1000][2800/6660] n_relations: 4751, Loss: 0.485533, Agg: 0.453149
train [10/1000][3000/6660] n_relations: 9011, Loss: 0.387334, Agg: 0.453571
train [10/1000][3200/6660] n_relations: 13117, Loss: 0.538328, Agg: 0.453561
train [10/1000][3400/6660] n_relations: 3985, Loss: 0.294203, Agg: 0.452616
train [10/1000][3600/6660] n_relations: 14324, Loss: 0.472651, Agg: 0.453064
train [10/1000][3800/6660] n_relations: 11039, Loss: 0.463732, Agg: 0.453153
train [10/1000][4000/6660] n_relations: 3972, Loss: 0.480518, Agg: 0.453079
train [10/1000][4200/6660] n_relations: 10811, Loss: 0.420258, Agg: 0.452830
train [10/1000][4400/6660] n_relations: 16242, Loss: 0.341640, Agg: 0.452809
train [10/1000][4600/6660] n_relations: 5978, Loss: 0.431938, Agg: 0.452694
train [10/1000][4800/6660] n_relations: 11994, Loss: 0.470941, Agg: 0.453173
train [10/1000][5000/6660] n_relations: 21667, Loss: 0.601033, Agg: 0.453209
train [10/1000][5200/6660] n_relations: 9263, Loss: 0.466540, Agg: 0.453354
train [10/1000][5400/6660] n_relations: 6349, Loss: 0.598040, Agg: 0.453809
train [10/1000][5600/6660] n_relations: 4881, Loss: 0.593662, Agg: 0.453630
train [10/1000][5800/6660] n_relations: 11519, Loss: 0.313444, Agg: 0.453755
train [10/1000][6000/6660] n_relations: 10527, Loss: 0.492027, Agg: 0.453664
train [10/1000][6200/6660] n_relations: 16827, Loss: 0.643914, Agg: 0.453755
train [10/1000][6400/6660] n_relations: 10711, Loss: 0.705990, Agg: 0.454272
train [10/1000][6600/6660] n_relations: 5404, Loss: 0.389289, Agg: 0.453725
train [10/1000] Loss: 0.4536, Best valid: 0.4521
valid [10/1000][0/740] n_relations: 11872, Loss: 0.356942, Agg: 0.356942
valid [10/1000][200/740] n_relations: 13927, Loss: 0.330467, Agg: 0.470375
valid [10/1000][400/740] n_relations: 11193, Loss: 0.414318, Agg: 0.436111
valid [10/1000][600/740] n_relations: 7175, Loss: 0.468541, Agg: 0.449734
valid [10/1000] Loss: 0.4507, Best valid: 0.4521
train [11/1000][0/6660] n_relations: 3866, Loss: 0.341089, Agg: 0.341089
train [11/1000][200/6660] n_relations: 4817, Loss: 0.292882, Agg: 0.456888
train [11/1000][400/6660] n_relations: 7046, Loss: 0.247076, Agg: 0.454766
train [11/1000][600/6660] n_relations: 20597, Loss: 0.514797, Agg: 0.454712
train [11/1000][800/6660] n_relations: 15019, Loss: 0.618691, Agg: 0.453094
train [11/1000][1000/6660] n_relations: 8149, Loss: 0.424834, Agg: 0.453315
train [11/1000][1200/6660] n_relations: 4351, Loss: 0.640368, Agg: 0.452502
train [11/1000][1400/6660] n_relations: 13866, Loss: 0.375033, Agg: 0.452936
train [11/1000][1600/6660] n_relations: 6259, Loss: 0.373366, Agg: 0.452303
train [11/1000][1800/6660] n_relations: 8312, Loss: 0.387746, Agg: 0.452399
train [11/1000][2000/6660] n_relations: 14019, Loss: 0.364543, Agg: 0.453129
train [11/1000][2200/6660] n_relations: 10775, Loss: 0.352090, Agg: 0.452777
train [11/1000][2400/6660] n_relations: 17601, Loss: 0.430502, Agg: 0.451608
train [11/1000][2600/6660] n_relations: 9360, Loss: 0.530493, Agg: 0.451370
train [11/1000][2800/6660] n_relations: 14559, Loss: 0.510982, Agg: 0.450880
train [11/1000][3000/6660] n_relations: 9371, Loss: 0.477587, Agg: 0.449577
train [11/1000][3200/6660] n_relations: 9779, Loss: 0.404909, Agg: 0.449282
train [11/1000][3400/6660] n_relations: 4946, Loss: 0.399956, Agg: 0.449579
train [11/1000][3600/6660] n_relations: 9422, Loss: 0.390772, Agg: 0.448287
train [11/1000][3800/6660] n_relations: 7773, Loss: 0.270116, Agg: 0.448181
train [11/1000][4000/6660] n_relations: 9034, Loss: 0.486016, Agg: 0.448564
train [11/1000][4200/6660] n_relations: 19649, Loss: 0.502111, Agg: 0.448465
train [11/1000][4400/6660] n_relations: 9676, Loss: 0.291703, Agg: 0.448817
train [11/1000][4600/6660] n_relations: 18431, Loss: 0.418569, Agg: 0.448655
train [11/1000][4800/6660] n_relations: 20247, Loss: 0.486454, Agg: 0.448018
train [11/1000][5000/6660] n_relations: 7660, Loss: 0.279302, Agg: 0.447690
train [11/1000][5200/6660] n_relations: 15119, Loss: 0.598328, Agg: 0.447722
train [11/1000][5400/6660] n_relations: 5883, Loss: 0.415688, Agg: 0.448136
train [11/1000][5600/6660] n_relations: 11313, Loss: 0.574749, Agg: 0.448172
train [11/1000][5800/6660] n_relations: 16696, Loss: 0.505123, Agg: 0.448146
train [11/1000][6000/6660] n_relations: 10430, Loss: 0.393997, Agg: 0.448252
train [11/1000][6200/6660] n_relations: 16716, Loss: 0.431676, Agg: 0.448755
train [11/1000][6400/6660] n_relations: 9326, Loss: 0.757453, Agg: 0.448709
train [11/1000][6600/6660] n_relations: 5589, Loss: 0.380063, Agg: 0.448424
train [11/1000] Loss: 0.4485, Best valid: 0.4507
valid [11/1000][0/740] n_relations: 11872, Loss: 0.316863, Agg: 0.316863
valid [11/1000][200/740] n_relations: 13927, Loss: 0.323761, Agg: 0.465321
valid [11/1000][400/740] n_relations: 11193, Loss: 0.417406, Agg: 0.429799
valid [11/1000][600/740] n_relations: 7175, Loss: 0.422042, Agg: 0.443075
valid [11/1000] Loss: 0.4442, Best valid: 0.4507
train [12/1000][0/6660] n_relations: 5249, Loss: 0.425548, Agg: 0.425548
train [12/1000][200/6660] n_relations: 6423, Loss: 0.271133, Agg: 0.443487
train [12/1000][400/6660] n_relations: 8016, Loss: 0.464827, Agg: 0.441434
train [12/1000][600/6660] n_relations: 5014, Loss: 0.386595, Agg: 0.441087
train [12/1000][800/6660] n_relations: 19201, Loss: 0.353924, Agg: 0.445346
train [12/1000][1000/6660] n_relations: 20038, Loss: 0.443720, Agg: 0.446174
train [12/1000][1200/6660] n_relations: 12251, Loss: 0.376643, Agg: 0.447836
train [12/1000][1400/6660] n_relations: 16317, Loss: 0.367819, Agg: 0.445272
train [12/1000][1600/6660] n_relations: 20677, Loss: 0.470968, Agg: 0.444810
train [12/1000][1800/6660] n_relations: 20525, Loss: 0.578428, Agg: 0.445251
train [12/1000][2000/6660] n_relations: 4542, Loss: 0.343413, Agg: 0.443997
train [12/1000][2200/6660] n_relations: 14276, Loss: 0.347213, Agg: 0.443751
train [12/1000][2400/6660] n_relations: 20496, Loss: 0.508421, Agg: 0.444453
train [12/1000][2600/6660] n_relations: 4300, Loss: 0.545864, Agg: 0.443516
train [12/1000][2800/6660] n_relations: 12290, Loss: 0.362197, Agg: 0.443967
train [12/1000][3000/6660] n_relations: 6450, Loss: 0.632341, Agg: 0.444580
train [12/1000][3200/6660] n_relations: 20079, Loss: 0.478129, Agg: 0.444596
train [12/1000][3400/6660] n_relations: 4833, Loss: 0.401736, Agg: 0.445084
train [12/1000][3600/6660] n_relations: 4094, Loss: 0.682026, Agg: 0.445019
train [12/1000][3800/6660] n_relations: 4128, Loss: 0.492297, Agg: 0.445753
train [12/1000][4000/6660] n_relations: 4645, Loss: 0.434275, Agg: 0.446597
train [12/1000][4200/6660] n_relations: 6180, Loss: 0.496042, Agg: 0.446897
train [12/1000][4400/6660] n_relations: 13952, Loss: 0.345410, Agg: 0.446700
train [12/1000][4600/6660] n_relations: 4145, Loss: 0.320007, Agg: 0.446362
train [12/1000][4800/6660] n_relations: 20627, Loss: 0.471784, Agg: 0.445422
train [12/1000][5000/6660] n_relations: 14027, Loss: 0.470936, Agg: 0.445254
train [12/1000][5200/6660] n_relations: 12473, Loss: 0.382715, Agg: 0.444874
train [12/1000][5400/6660] n_relations: 6506, Loss: 0.488734, Agg: 0.444588
train [12/1000][5600/6660] n_relations: 20372, Loss: 0.478555, Agg: 0.444560
train [12/1000][5800/6660] n_relations: 27716, Loss: 0.726505, Agg: 0.444763
train [12/1000][6000/6660] n_relations: 20062, Loss: 0.458236, Agg: 0.445071
train [12/1000][6200/6660] n_relations: 3293, Loss: 0.426729, Agg: 0.444877
train [12/1000][6400/6660] n_relations: 9102, Loss: 0.399238, Agg: 0.444592
train [12/1000][6600/6660] n_relations: 5689, Loss: 0.403241, Agg: 0.444674
train [12/1000] Loss: 0.4448, Best valid: 0.4442
valid [12/1000][0/740] n_relations: 11872, Loss: 0.403504, Agg: 0.403504
valid [12/1000][200/740] n_relations: 13927, Loss: 0.320978, Agg: 0.459660
valid [12/1000][400/740] n_relations: 11193, Loss: 0.448520, Agg: 0.424071
valid [12/1000][600/740] n_relations: 7175, Loss: 0.428593, Agg: 0.437726
valid [12/1000] Loss: 0.4391, Best valid: 0.4442
train [13/1000][0/6660] n_relations: 10281, Loss: 0.399798, Agg: 0.399798
train [13/1000][200/6660] n_relations: 5708, Loss: 0.387298, Agg: 0.435636
train [13/1000][400/6660] n_relations: 3861, Loss: 0.336162, Agg: 0.440032
train [13/1000][600/6660] n_relations: 10682, Loss: 0.550538, Agg: 0.442139
train [13/1000][800/6660] n_relations: 4680, Loss: 0.401895, Agg: 0.444717
train [13/1000][1000/6660] n_relations: 11571, Loss: 0.303042, Agg: 0.443706
train [13/1000][1200/6660] n_relations: 21850, Loss: 0.380450, Agg: 0.443500
train [13/1000][1400/6660] n_relations: 3878, Loss: 0.463565, Agg: 0.440827
train [13/1000][1600/6660] n_relations: 7130, Loss: 0.403915, Agg: 0.439331
train [13/1000][1800/6660] n_relations: 8034, Loss: 0.255027, Agg: 0.439578
train [13/1000][2000/6660] n_relations: 6913, Loss: 0.368417, Agg: 0.440057
train [13/1000][2200/6660] n_relations: 10697, Loss: 0.591295, Agg: 0.440389
train [13/1000][2400/6660] n_relations: 4299, Loss: 0.388154, Agg: 0.440355
train [13/1000][2600/6660] n_relations: 10311, Loss: 0.553513, Agg: 0.439726
train [13/1000][2800/6660] n_relations: 14715, Loss: 0.470423, Agg: 0.440536
train [13/1000][3000/6660] n_relations: 13375, Loss: 0.326756, Agg: 0.440434
train [13/1000][3200/6660] n_relations: 10963, Loss: 0.534508, Agg: 0.440639
train [13/1000][3400/6660] n_relations: 16716, Loss: 0.430755, Agg: 0.440349
train [13/1000][3600/6660] n_relations: 17777, Loss: 0.664479, Agg: 0.440117
train [13/1000][3800/6660] n_relations: 8465, Loss: 0.661963, Agg: 0.440640
train [13/1000][4000/6660] n_relations: 5257, Loss: 0.323957, Agg: 0.440778
train [13/1000][4200/6660] n_relations: 4663, Loss: 0.389557, Agg: 0.440747
train [13/1000][4400/6660] n_relations: 11994, Loss: 0.509845, Agg: 0.440110
train [13/1000][4600/6660] n_relations: 11993, Loss: 0.472679, Agg: 0.440178
train [13/1000][4800/6660] n_relations: 10709, Loss: 0.438958, Agg: 0.439770
train [13/1000][5000/6660] n_relations: 9425, Loss: 0.306426, Agg: 0.439295
train [13/1000][5200/6660] n_relations: 9433, Loss: 0.421743, Agg: 0.439742
train [13/1000][5400/6660] n_relations: 13928, Loss: 0.317917, Agg: 0.440153
train [13/1000][5600/6660] n_relations: 10196, Loss: 0.471347, Agg: 0.440156
train [13/1000][5800/6660] n_relations: 20604, Loss: 0.380456, Agg: 0.440396
train [13/1000][6000/6660] n_relations: 10748, Loss: 0.494106, Agg: 0.440409
train [13/1000][6200/6660] n_relations: 12488, Loss: 0.497579, Agg: 0.440047
train [13/1000][6400/6660] n_relations: 8971, Loss: 0.331271, Agg: 0.439919
train [13/1000][6600/6660] n_relations: 18647, Loss: 0.378058, Agg: 0.439945
train [13/1000] Loss: 0.4399, Best valid: 0.4391
valid [13/1000][0/740] n_relations: 11872, Loss: 0.335888, Agg: 0.335888
valid [13/1000][200/740] n_relations: 13927, Loss: 0.323691, Agg: 0.453409
valid [13/1000][400/740] n_relations: 11193, Loss: 0.417030, Agg: 0.419833
valid [13/1000][600/740] n_relations: 7175, Loss: 0.427371, Agg: 0.432724
valid [13/1000] Loss: 0.4344, Best valid: 0.4391
train [14/1000][0/6660] n_relations: 15067, Loss: 0.582011, Agg: 0.582011
train [14/1000][200/6660] n_relations: 15418, Loss: 0.641656, Agg: 0.422360
train [14/1000][400/6660] n_relations: 6249, Loss: 0.499414, Agg: 0.432859
train [14/1000][600/6660] n_relations: 5343, Loss: 0.421954, Agg: 0.436920
train [14/1000][800/6660] n_relations: 19201, Loss: 0.282503, Agg: 0.434002
train [14/1000][1000/6660] n_relations: 8384, Loss: 0.471815, Agg: 0.435434
train [14/1000][1200/6660] n_relations: 12246, Loss: 0.738671, Agg: 0.436837
train [14/1000][1400/6660] n_relations: 14234, Loss: 0.389228, Agg: 0.438439
train [14/1000][1600/6660] n_relations: 20246, Loss: 0.241016, Agg: 0.437073
train [14/1000][1800/6660] n_relations: 5737, Loss: 0.317187, Agg: 0.437549
train [14/1000][2000/6660] n_relations: 13175, Loss: 0.370771, Agg: 0.437294
train [14/1000][2200/6660] n_relations: 6907, Loss: 0.446532, Agg: 0.435992
train [14/1000][2400/6660] n_relations: 4751, Loss: 0.463360, Agg: 0.435914
train [14/1000][2600/6660] n_relations: 10655, Loss: 0.396177, Agg: 0.435685
train [14/1000][2800/6660] n_relations: 5267, Loss: 0.329125, Agg: 0.435205
train [14/1000][3000/6660] n_relations: 9696, Loss: 0.445530, Agg: 0.435483
train [14/1000][3200/6660] n_relations: 3798, Loss: 0.363831, Agg: 0.435890
train [14/1000][3400/6660] n_relations: 9163, Loss: 0.469567, Agg: 0.436202
train [14/1000][3600/6660] n_relations: 20454, Loss: 0.295514, Agg: 0.436010
train [14/1000][3800/6660] n_relations: 5038, Loss: 0.456107, Agg: 0.436350
train [14/1000][4000/6660] n_relations: 4976, Loss: 0.385641, Agg: 0.435822
train [14/1000][4200/6660] n_relations: 6944, Loss: 0.429915, Agg: 0.435926
train [14/1000][4400/6660] n_relations: 20160, Loss: 0.595402, Agg: 0.436239
train [14/1000][4600/6660] n_relations: 20950, Loss: 0.567336, Agg: 0.435821
train [14/1000][4800/6660] n_relations: 10995, Loss: 0.365980, Agg: 0.435612
train [14/1000][5000/6660] n_relations: 4880, Loss: 0.442932, Agg: 0.435778
train [14/1000][5200/6660] n_relations: 14193, Loss: 0.558311, Agg: 0.436053
train [14/1000][5400/6660] n_relations: 5026, Loss: 0.473593, Agg: 0.436045
train [14/1000][5600/6660] n_relations: 8166, Loss: 0.472710, Agg: 0.436029
train [14/1000][5800/6660] n_relations: 6391, Loss: 0.289726, Agg: 0.435804
train [14/1000][6000/6660] n_relations: 4344, Loss: 0.364885, Agg: 0.435797
train [14/1000][6200/6660] n_relations: 18119, Loss: 0.275754, Agg: 0.436099
train [14/1000][6400/6660] n_relations: 6157, Loss: 0.316165, Agg: 0.436099
train [14/1000][6600/6660] n_relations: 3548, Loss: 0.394174, Agg: 0.436414
train [14/1000] Loss: 0.4364, Best valid: 0.4344
valid [14/1000][0/740] n_relations: 11872, Loss: 0.299129, Agg: 0.299129
valid [14/1000][200/740] n_relations: 13927, Loss: 0.319808, Agg: 0.450531
valid [14/1000][400/740] n_relations: 11193, Loss: 0.423214, Agg: 0.417337
valid [14/1000][600/740] n_relations: 7175, Loss: 0.428423, Agg: 0.431404
valid [14/1000] Loss: 0.4333, Best valid: 0.4344
train [15/1000][0/6660] n_relations: 3973, Loss: 0.351140, Agg: 0.351140
train [15/1000][200/6660] n_relations: 13746, Loss: 0.385103, Agg: 0.430789
train [15/1000][400/6660] n_relations: 13787, Loss: 0.526057, Agg: 0.434042
train [15/1000][600/6660] n_relations: 8353, Loss: 0.734851, Agg: 0.433817
train [15/1000][800/6660] n_relations: 9360, Loss: 0.467812, Agg: 0.432871
train [15/1000][1000/6660] n_relations: 12711, Loss: 0.389834, Agg: 0.433742
train [15/1000][1200/6660] n_relations: 4729, Loss: 0.483956, Agg: 0.435612
train [15/1000][1400/6660] n_relations: 4624, Loss: 0.387920, Agg: 0.435390
